19

0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
0	0	3	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	10
0	0	4	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	6	5	0	3	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	9	0	0
0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4	4	0	5	0	0	0	0
0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0
0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	4	0	0	0
0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	5	0
0	0	0	15	0	0	0	9	0	0	0	0	0	0	0	0	0	6	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0
0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	6	0	0





2	3	5	6	8	7	9	10	12	13	14	16	14	19	18	16	15	19	18
17	14	16	19	16	14	11	9	12	9	6	4	2	3	7	9	13	11	16






